Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,Calculated_LogP,Aromatic_Proportion,measured log solubility in mols per litre,ESOL_Predicted_LogS,Solubility_Status
4-Bromotoluene,Cc1ccc(Br)cc1,1,171.037,0,1,0,0.0,2.7575200000000013,0.75,-3.19,-3.192667000000001,Acceptable👍
Diethyl ether,CCOCC,1,74.123,0,0,2,9.23,1.0428000000000002,0.0,-0.09,-0.8245266000000001,Acceptable👍
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,1,330.171,1,2,2,69.72,2.880000000000001,0.2857142857142857,-4.376,-3.7808887714285717,Acceptable👍
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,4.148200000000004,0.2608695652173913,-5.53,-4.263157878260872,Poor👎
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,1,136.194,1,1,0,20.23,2.3174600000000005,0.6,-2.05,-2.5884026,Acceptable👍
Benzene,c1ccccc1,2,78.114,0,1,0,0.0,1.6866,1.0,-1.64,-2.1268648,Acceptable👍
p-Chloroiodobenzene,Clc1ccc(I)cc1,1,238.455,0,1,0,0.0,2.944600000000001,0.75,-4.03,-3.7285190000000004,Acceptable👍
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,1,228.679,1,1,2,41.57,2.4421,0.4,-2.564,-2.9603327999999998,Acceptable👍
propachlor,CC(C)N(C(=O)CCl)c1ccccc1,1,211.692,0,1,3,20.31,2.666800000000001,0.4285714285714285,-2.48,-2.951717257142858,Acceptable👍
Styrene,C=Cc1ccccc1,1,104.152,0,1,1,0.0,2.3296,0.75,-2.82,-2.4423904,Acceptable👍
Dimethoxymethane,COCOC,1,76.095,0,0,2,18.46,0.2367,0.0,0.48,-0.3289099999999999,Acceptable👍
o-Xylene,Cc1ccccc1C,1,106.168,0,1,0,0.0,2.30344,0.75,-2.8,-2.5044088,Acceptable👍
Butan-2-ol,CCC(C)O,1,74.123,1,0,1,20.23,0.7771999999999999,0.0,0.47,-0.7231985999999999,Acceptable👍
"1,4-Benzenediol",Oc1ccc(O)cc1,1,110.112,2,1,0,40.46,1.0978,0.75,-0.17,-1.7693084,Acceptable👍
estriol,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,1,288.387,3,4,0,60.69,2.5800000000000005,0.2857142857142857,-4.955,-3.4648279714285715,Acceptable👍
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,2,216.283,0,4,0,0.0,4.411000000000002,0.9411764705882352,-8.04,-4.656355188235295,Poor👎
hydantoin,O=C1CNC(=O)N1,1,100.077,2,1,0,58.2,-1.1742,0.0,-0.4,0.2792686,Acceptable👍
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,1,194.274,2,1,5,40.46,3.220600000000001,0.4285714285714285,-2.59,-3.060619657142858,Acceptable👍
allicin,C=CCS(=O)SCC=C,1,162.279,0,0,5,17.07,1.7553,0.0,-0.83,-1.6219687999999999,Acceptable👍
Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,1,362.771,0,2,6,57.9,4.431120000000004,0.4545454545454545,-5.382,-4.821149436363639,Poor👎
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,1,256.348,0,4,0,0.0,5.763040000000004,0.9,-7.01,-5.7260728000000025,Poor👎
Betamethasone-17-valerate,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,1,476.585,2,4,6,100.9,3.636800000000003,0.0,-4.71,-4.690011000000002,Poor👎
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,1,168.112,4,2,0,114.37,-1.7672000000000003,0.75,-3.93,-0.32395839999999976,Acceptable👍
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,4.005799999999999,0.5454545454545454,-3.1,-4.205026963636363,Poor👎
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,1,147.004,0,1,0,0.0,2.993400000000001,0.75,-3.04,-3.1922668000000005,Acceptable👍
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,1,354.491,0,2,2,0.0,6.495500000000002,0.631578947368421,-7.15,-6.4653776210526335,Poor👎
Isobutyl formate,CC(C)COC=O,1,102.133,0,0,3,26.3,0.8154,0.0,-1.01,-0.7889265999999999,Acceptable👍
thioanisole,c1ccccc1SC,1,124.208,0,1,1,0.0,2.408500000000001,0.75,-2.39,-2.6164446000000003,Acceptable👍
RTI 13,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,1,322.29,1,3,1,58.12,3.5275200000000018,0.5217391304347826,-4.207,-4.3806225565217405,Poor👎
Hexane,CCCCCC,1,86.178,0,0,3,0.0,2.5866000000000007,0.0,-3.84,-1.8058616000000005,Acceptable👍
methyl nicotinate,COC(=O)c1cccnc1,1,137.138,0,1,1,39.19,0.8681999999999999,0.6,-0.46,-1.6152215999999997,Acceptable👍
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,1,421.422,3,3,3,118.36,1.6254,0.4444444444444444,-3.59,-3.6077072888888893,Acceptable👍
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,1,360.882,0,2,1,0.0,7.274,0.6666666666666666,-7.82,-7.087421733333334,Poor👎
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,1,286.114,0,2,2,46.61,3.4213000000000022,0.3333333333333333,-4.925,-3.883992466666668,Acceptable👍
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1,240.698,2,1,4,86.52,1.6708799999999997,0.375,-3.15,-2.3984819999999996,Acceptable👍
Triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,2,228.294,0,4,0,0.0,5.146200000000003,1.0,-6.726,-5.2375288000000015,Poor👎
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,1,266.34,2,2,3,40.46,4.604600000000004,0.6,-4.95,-4.638206000000001,Poor👎
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1,390.564,0,1,14,52.6,6.433000000000007,0.2142857142857142,-6.96,-5.548858228571432,Poor👎
2-Ethyl pyridine,CCc1ccccn1,1,107.156,0,1,1,12.89,1.644,0.75,0.51,-2.0290871999999998,Acceptable👍
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1,380.784,0,0,5,44.76,3.651200000000001,0.0,-2.28,-4.1711168,Poor👎
Biphenyl,c1ccc(cc1)c2ccccc2,2,154.212,0,2,1,0.0,3.353600000000002,1.0,-4.345,-3.5828824000000017,Acceptable👍
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,1,360.882,0,2,1,0.0,7.274000000000001,0.6666666666666666,-8.71,-7.087421733333334,Poor👎
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,1,210.285,0,1,3,48.39,0.0696000000000001,0.4,-3.364,-1.285615,Acceptable👍
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,1,116.204,1,0,2,20.23,1.8034,0.0,-0.92,-1.5646068,Acceptable👍
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2,1,210.233,2,2,0,75.27,0.6929999999999998,0.0,-3.168,-1.5800345999999998,Acceptable👍
Fructose,OCC1OC(O)(CO)C(O)C1O,1,180.156,5,1,2,110.38,-3.2198,0.0,0.64,1.2035068000000004,Acceptable👍
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,1,122.167,1,1,0,20.23,2.00904,0.6666666666666666,-1.4,-2.3564639333333335,Acceptable👍
Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,1,258.104,1,1,2,38.33,3.130700000000001,0.375,-4.37,-3.5580858,Acceptable👍
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,1,169.611,1,1,1,29.1,2.2984,0.5454545454545454,-2.843,-2.677216563636364,Acceptable👍
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,1,395.327,0,2,1,0.0,7.9274,0.631578947368421,-8.94,-7.6866578210526315,Poor👎
"2,2-Dimethylbutane",CCC(C)(C)C,1,86.178,0,0,0,0.0,2.442500000000001,0.0,-3.55,-1.9130786000000004,Acceptable👍
N-Methylaniline,CNc1ccccc1,1,107.156,1,1,1,12.03,1.7283,0.75,-1.28,-2.0821962,Acceptable👍
"1,4-Pentadiene ",C=CCC=C,1,68.119,0,0,2,0.0,1.7485,0.0,-2.09,-1.2318927999999998,Acceptable👍
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,404.503,2,4,3,100.9,2.3524000000000003,0.0,-4.88,-3.6319306,Acceptable👍
DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,1,198.134,1,1,2,106.51,1.5170200000000005,0.4285714285714285,-1.456,-2.2092962571428574,Acceptable👍
Lorazepam,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,1,321.163,2,3,1,61.69,3.101300000000001,0.5714285714285714,-3.604,-4.141886742857143,Poor👎
3-Chlorophenol,Oc1cccc(Cl)c1,1,128.558,1,1,0,20.23,2.0456,0.75,-0.7,-2.4807876,Acceptable👍
m-Chlorobromobenzene,Clc1cccc(Br)c1,1,191.455,0,1,0,0.0,3.102500000000001,0.75,-3.21,-3.5365960000000003,Acceptable👍
chlorothiazide,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,1,295.729,2,2,1,118.69,-0.0608999999999992,0.3529411764705882,-3.05,-1.8303292705882357,Acceptable👍
5-Methyl-5-ethylbarbituric acid,O=C1NC(=O)NC(=O)C1(C)CC,1,170.168,2,1,1,75.27,-0.2313000000000005,0.0,-1.228,-0.6833225999999997,Acceptable👍
2-Phenoxyethanol,OCCOc1ccccc1,1,138.166,1,1,3,29.46,1.0577,0.6,-0.7,-1.6089802,Acceptable👍
Diphenylmethane,C(c1ccccc1)c2ccccc2,2,168.239,0,2,2,0.0,3.277400000000002,0.9230769230769232,-4.08,-3.498920723076924,Acceptable👍
3-Octanol,CCCCCC(O)CC,1,130.231,1,0,5,20.23,2.3376,0.0,-1.98,-1.7901202,Acceptable👍
Flumetralin,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,1,421.734,0,2,6,89.52,5.340800000000003,0.4285714285714285,-6.78,-5.7405976571428585,Poor👎
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1,229.715,2,1,4,62.73,2.1655999999999995,0.4,-4.43,-2.660560999999999,Acceptable👍
2-Methylpentanol,CCCC(C)CO,1,102.177,1,0,3,20.23,1.4149,0.0,-1.11,-1.1668844,Acceptable👍
2-Methyl-2-hexanol,CCCCC(C)(C)O,1,116.204,1,0,3,20.23,1.9475,0.0,-1.08,-1.5893898000000002,Acceptable👍
Ethylbenzene,CCc1ccccc1,1,106.168,0,1,1,0.0,2.249000000000001,0.75,-2.77,-2.4041116000000007,Acceptable👍
5-(3-Methyl-2-butenyl)-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,1,224.26,2,1,3,75.27,1.1050999999999993,0.0,-2.253,-1.7286249999999996,Acceptable👍
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,373.321,0,3,0,0.0,5.2415,0.0,-6.317,-5.456735200000001,Poor👎
butallylonal,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,1,303.156,2,1,4,75.27,1.6836,0.0,-2.647,-2.5162351999999997,Acceptable👍
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,1,349.43,0,3,5,59.32,5.268980000000004,0.4615384615384615,-6.025,-5.337461861538464,Poor👎
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1,310.478,0,0,10,35.53,5.062000000000006,0.0,-5.19,-4.294023600000003,Poor👎
Ethyl propionate,CCOC(=O)CC,1,102.133,0,0,2,26.3,0.9595,0.0,-0.66,-0.9457095999999999,Acceptable👍
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,1,241.364,2,1,5,62.73,2.2341,0.375,-4.1,-2.6914398,Acceptable👍
Buturon,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,1,236.702,1,1,2,32.34,2.825400000000001,0.375,-3.9,-3.2330544000000008,Acceptable👍
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,1,156.228,0,2,0,0.0,3.456640000000002,0.8333333333333334,-4.72,-3.6029634666666674,Acceptable👍
"2,4',5-PCB",Clc1ccc(cc1)c2cc(Cl)ccc2Cl,1,257.547,0,2,1,0.0,5.313800000000001,0.8,-6.25,-5.310485400000001,Poor👎
"2,3',4,4',5-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,1,360.882,0,2,1,0.0,7.274000000000001,0.6666666666666666,-7.39,-7.087421733333334,Poor👎
2-cyanoguanidine,NC(N)=NC#N,1,84.082,2,0,0,88.19,-1.2591199999999998,0.0,-0.31,0.4319372,Acceptable👍
Chloropicrin,ClC(Cl)(Cl)N(=O)=O,1,164.375,0,0,0,43.14,1.5908000000000002,0.0,-2.0,-1.861329,Acceptable👍
"2,6-PCB",Clc1cccc(Cl)c1c2ccccc2,1,223.102,0,2,1,0.0,4.660400000000003,0.8571428571428571,-5.21,-4.727570114285716,Poor👎
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,1,136.15,0,1,2,26.3,1.5076999999999998,0.6,-1.49,-1.9459809999999997,Acceptable👍
4-Nitroacetanilide,CC(=O)Nc1ccc(cc1)N(=O)=O,1,180.163,1,1,2,72.24,1.5531999999999997,0.4615384615384615,-2.692,-2.145065061538461,Acceptable👍
Ethyl heptanoate,CCCCCCC(=O)OCC,1,158.241,0,0,6,26.3,2.5199000000000007,0.0,-2.74,-2.0126312000000004,Acceptable👍
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,1,151.165,2,1,1,49.33,1.3505999999999998,0.5454545454545454,-1.03,-1.9657373636363633,Acceptable👍
indazole,c2ccc1[nH]ncc1c2,2,118.139,1,2,0,28.68,1.5629,1.0,-2.16,-2.2970888,Acceptable👍
triamcinolone acetonide,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,1,434.504,2,5,2,93.06,2.4188000000000005,0.0,-4.31,-3.9257688000000006,Acceptable👍
guanine,Nc2nc1[nH]cnc1c(=O)[nH]2,1,151.129,3,2,0,100.45,-0.7716000000000003,0.8181818181818182,-3.583,-0.8963463454545452,Acceptable👍
Methyl acetate,COC(=O)C,1,74.079,0,0,0,26.3,0.1792999999999999,0.0,0.46,-0.4122487999999999,Acceptable👍
Stanolone,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,1,290.447,1,4,0,37.3,3.9591000000000034,0.0,-4.743,-4.1350044000000015,Poor👎
1-Hexene-3-ol,CCCC(O)C=C,1,100.161,1,0,3,20.23,1.3334,0.0,-0.59,-1.1030402,Acceptable👍
norbormide,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,1,511.581,2,7,5,92.18,4.289400000000002,0.6153846153846154,-3.931,-5.839508815384617,Poor👎
Dibutyl ether,CCCCOCCCC,1,130.231,0,0,6,9.23,2.603200000000001,0.0,-1.85,-1.8914482000000006,Acceptable👍
1-Dodecanol,CCCCCCCCCCCCO,1,186.339,1,0,10,20.23,3.899600000000004,0.0,-4.8,-2.792049800000002,Acceptable👍
RTI 6,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,1,313.361,2,3,4,81.59,1.6287999999999996,0.5217391304347826,-3.36,-2.931069156521739,Acceptable👍
2-Methyl-2-pentanol,CCCC(C)(C)O,1,102.177,1,0,2,20.23,1.5574,0.0,-0.49,-1.3226594,Acceptable👍
Flucytosine,Nc1nc(=O)[nH]cc1F,1,129.094,2,1,0,71.77,-0.5088000000000001,0.6666666666666666,-0.972,-0.8131721333333332,Acceptable👍
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,1,293.407,0,1,9,38.77,3.8884000000000034,0.2857142857142857,-3.84,-3.726243971428573,Acceptable👍
2-Methyl-2-heptanol,CCCCCC(C)(C)O,1,130.231,1,0,4,20.23,2.337600000000001,0.0,-1.72,-1.8561202000000006,Acceptable👍
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,1,162.276,0,1,0,0.0,3.5371200000000025,0.5,-5.23,-3.4444968000000014,Acceptable👍
Thymol,CC(C)c1ccc(C)cc1O,1,150.221,1,1,1,20.23,2.824020000000002,0.5454545454545454,-2.22,-2.8881391636363656,Acceptable👍
Pteridine,c2cnc1ncncc1n2,2,132.126,0,2,0,51.56,0.4197999999999998,1.0,0.02,-1.6636552,Acceptable👍
Parathion,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1,291.265,0,1,7,70.83,3.2711000000000023,0.3333333333333333,-4.66,-3.4913026666666678,Acceptable👍
Methane,C,0,16.043,0,0,0,0.0,0.6361,0.0,-0.9,-0.3402096,Acceptable👍
indoline,c2ccc1NCCc1c2,2,119.167,1,2,0,12.03,1.6545999999999998,0.6666666666666666,-1.04,-2.114566733333333,Acceptable👍
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,1,173.171,0,2,1,43.14,2.748000000000001,0.7692307692307693,-3.54,-3.1481309692307704,Acceptable👍
3-Methyl-2-pentanone,CCC(C)C(=O)C,1,100.161,0,0,2,17.07,1.6215,0.0,-0.67,-1.3505431999999997,Acceptable👍
isoguanine,Nc1nc(O)nc2nc[nH]c12,1,151.129,3,2,0,100.71,-0.3593,0.8181818181818182,-3.401,-1.1560953454545455,Acceptable👍
bromadiolone,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,1,527.414,2,5,6,70.67,7.183700000000006,0.8,-4.445,-7.831697800000003,Poor👎
Nitromethane,CN(=O)=O,1,61.04,0,0,0,43.14,-0.1071,0.0,0.26,-0.150975,Acceptable👍
Triallate,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,1,304.67,0,0,4,20.31,4.843900000000003,0.0,-4.88,-4.516611000000002,Poor👎
"1,5-Hexadiene ",C=CCCC=C,1,82.146,0,0,3,0.0,2.1386000000000003,0.0,-2.68,-1.4986232000000004,Acceptable👍
Indole,c2ccc1[nH]ccc1c2,2,117.151,1,2,0,15.79,2.1678999999999995,1.0,-1.52,-2.6721132,Acceptable👍
Androstenedione,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,1,286.415,0,4,0,34.14,4.087400000000003,0.0,-3.69,-4.190835000000002,Poor👎
1-Hexene,CCCCC=C,1,84.162,0,0,3,0.0,2.3626000000000005,0.0,-3.23,-1.6522424000000004,Acceptable👍
Xipamide,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,1,354.815,3,2,3,109.49,2.5621400000000008,0.5217391304347826,-3.79,-3.84208815652174,Acceptable👍
Ethylcyclohexane,CCC1CCCCC1,1,112.216,0,1,1,0.0,2.976700000000002,0.0,-4.25,-2.345060200000001,Acceptable👍
2-Nonanone,CCCCCCCC(=O)C,1,142.242,0,0,6,17.07,2.935900000000001,0.0,-2.58,-2.175517400000001,Acceptable👍
Mebendazole,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,1,295.298,2,3,3,84.08,2.972200000000001,0.6818181818181818,-3.88,-3.849879054545455,Acceptable👍
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,1,213.664,1,1,2,38.33,3.2969000000000017,0.4285714285714285,-3.38,-3.426906657142858,Acceptable👍
RTI 12,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,1,288.738,0,3,1,49.33,2.878000000000001,0.6,-4.114,-3.821315600000001,Acceptable👍
Carbaryl,CNC(=O)Oc1cccc2ccccc12,1,201.225,1,2,1,38.33,2.5580000000000007,0.6666666666666666,-3.224,-3.126468333333334,Acceptable👍
Ethyne,C#C,1,26.038,0,0,0,0.0,0.2493999999999999,0.0,0.29,-0.1585575999999999,Acceptable👍
"3,5-Dimethylpyridine",Cc1cncc(C)c1,1,107.156,0,1,0,12.89,1.69844,0.75,0.38,-2.1293844,Acceptable👍
"1,4-Cyclohexadiene",C1C=CCC=C1,2,80.13,0,1,0,0.0,1.8926,0.0,-2.06,-1.529144,Acceptable👍
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1,329.38,0,0,8,65.07,2.632000000000001,0.0,-2.518,-3.0123160000000007,Acceptable👍
1-Phenylethanol,CC(O)c1ccccc1,1,122.167,1,1,1,20.23,1.7399,0.6666666666666666,-0.92,-2.120905733333333,Acceptable👍
"1,2-Dichloropropane",CC(Cl)CCl,1,112.987,0,0,1,0.0,1.8525,0.0,-1.6,-1.6415944,Acceptable👍
2-Ethyl-2-hexanal,CCCC=C(CC)C=O,1,126.199,0,0,4,17.07,2.3218000000000005,0.0,-2.46,-1.8211678000000007,Acceptable👍
Disulfoton,CCOP(=S)(OCC)SCCSCC,1,274.413,0,0,9,18.46,3.770200000000002,0.0,-4.23,-3.322586600000001,Acceptable👍
methyltestosterone acetate,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,1,344.495,0,4,1,43.37,4.840100000000005,0.0,-5.284,-4.959132000000003,Poor👎
"2,4,6-PCB",Clc1ccc(cc1)c2c(Cl)cccc2Cl,1,257.547,0,2,1,0.0,5.313800000000001,0.8,-6.14,-5.310485400000001,Poor👎
difluron,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,1,310.687,2,2,2,58.2,3.5801000000000016,0.5714285714285714,-6.02,-4.312579542857144,Poor👎
Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1,289.545,1,2,2,29.46,5.144700000000002,0.7058823529411765,-4.46,-5.266692941176472,Poor👎
diisooctyl phthalate,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,1,390.564,0,1,14,52.6,6.433000000000008,0.2142857142857142,-6.637,-5.548858228571433,Poor👎
Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,1,346.467,2,4,2,74.6,2.666700000000002,0.0,-3.24,-3.536116400000001,Acceptable👍
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,1,120.195,0,1,0,0.0,2.611860000000001,0.6666666666666666,-3.4,-2.7240141333333336,Acceptable👍
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,1,390.564,0,1,16,52.6,6.721200000000008,0.2142857142857142,-5.115,-5.5984242285714325,Poor👎
1-Pentadecanol,CCCCCCCCCCCCCCCO,1,228.42,1,0,13,20.23,5.069900000000006,0.0,-6.35,-3.5922410000000036,Acceptable👍
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,1,291.992,0,2,1,0.0,5.967200000000002,0.75,-7.39,-5.898686400000001,Poor👎
"5,5-Dimethylbarbituric acid",O=C1NC(=O)NC(=O)C1(C)C,1,156.141,2,1,0,75.27,-0.6214000000000004,0.0,-1.742,-0.41659219999999964,Acceptable👍
2-Iodopropane,CC(C)I,1,169.993,0,0,0,0.0,1.8298,0.0,-2.09,-2.0467306,Acceptable👍
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,1,168.108,0,1,2,86.28,1.503,0.5,-3.1,-2.0671596,Acceptable👍
3-Methyl-2-butanone,CC(C)C(=O)C,1,86.134,0,0,1,17.07,1.2314,0.0,-0.12,-1.0838128,Acceptable👍
Hexadecane,CCCCCCCCCCCCCCCC,1,226.448,0,0,13,0.0,6.487600000000007,0.0,-8.4,-4.473165600000003,Poor👎
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,1,154.253,0,3,0,9.23,2.7441000000000013,0.0,-1.74,-2.525151600000001,Acceptable👍
Tricyclazole,Cc2cccc3sc1nncn1c23,1,189.243,0,3,0,30.19,2.25242,0.9230769230769232,-2.07,-3.1154081230769233,Acceptable👍
2-Octanone,CCCCCCC(=O)C,1,128.215,0,0,5,17.07,2.5458000000000007,0.0,-2.05,-1.9087870000000007,Acceptable👍
Methyl nonanoate,CCCCCCCCC(=O)OC,1,172.268,0,0,7,26.3,2.910000000000001,0.0,-3.38,-2.2793616000000005,Acceptable👍
"1,4-Difluorobenzene",Fc1ccc(F)cc1,1,114.094,0,1,0,0.0,1.9648,0.75,-1.97,-2.3402068,Acceptable👍
Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,1,258.233,1,3,1,83.55,0.0877999999999994,0.3157894736842105,-2.676,-1.6640428105263154,Acceptable👍
Trifluralin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,4.148200000000004,0.2608695652173913,-5.68,-4.263157878260872,Poor👎
Ethanol,CCO,1,46.069,1,0,0,20.23,-0.0014,0.0,1.1,-0.12474579999999999,Acceptable👍
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,1,182.179,2,2,0,75.27,-0.0872000000000001,0.0,-2.349,-0.9145737999999999,Acceptable👍
Carbetamide,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,1,236.271,2,1,4,67.43,1.7597,0.3529411764705882,-1.83,-2.4106676705882353,Acceptable👍
phenothrin,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,1,350.458,0,3,6,35.53,5.760500000000005,0.4615384615384615,-5.24,-5.587493061538465,Poor👎
Cycluron,CN(C)C(=O)NC1CCCCCCC1,1,198.31,1,1,1,32.34,2.3705,0.0,-2.218,-2.496937,Acceptable👍
Mirex,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,1,545.546,0,6,0,0.0,6.222999999999999,0.0,-6.8,-7.1428752,Poor👎
1-Bromooctane,CCCCCCCCBr,1,193.128,0,0,6,0.0,3.741800000000003,0.0,-5.06,-2.998727600000002,Acceptable👍
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,1,290.323,2,2,4,85.25,2.572400000000001,0.4285714285714285,-4.883,-3.313757457142857,Acceptable👍
aminopyrine,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,1,231.299,0,2,2,30.17,1.55042,0.6470588235294118,-0.364,-2.5976419294117647,Acceptable👍
3-Pentanol,CCC(O)CC,1,88.15,1,0,2,20.23,1.1673,0.0,-0.24,-0.9899290000000002,Acceptable👍
